,Geography,stateAbbr,stateFullName
11794,"Burnsville town, Mississippi",MS, Mississippi
11795,"Byhalia town, Mississippi",MS, Mississippi
11796,"Byram city, Mississippi",MS, Mississippi
11797,"Caledonia town, Mississippi",MS, Mississippi
11798,"Calhoun City town, Mississippi",MS, Mississippi
11799,"Canton city, Mississippi",MS, Mississippi
11800,"Carrollton town, Mississippi",MS, Mississippi
11801,"Carthage city, Mississippi",MS, Mississippi
11802,"Cary town, Mississippi",MS, Mississippi
11803,"Centreville town, Mississippi",MS, Mississippi
11804,"Charleston city, Mississippi",MS, Mississippi
11805,"Chunky town, Mississippi",MS, Mississippi
11807,"Clarksdale city, Mississippi",MS, Mississippi
11809,"Cleveland city, Mississippi",MS, Mississippi
11810,"Clinton city, Mississippi",MS, Mississippi
11812,"Coahoma town, Mississippi",MS, Mississippi
11813,"Coffeeville town, Mississippi",MS, Mississippi
11814,"Coldwater town, Mississippi",MS, Mississippi
11815,"Collins city, Mississippi",MS, Mississippi
11817,"Columbia city, Mississippi",MS, Mississippi
11818,"Columbus city, Mississippi",MS, Mississippi
11819,"Como town, Mississippi",MS, Mississippi
11821,"Corinth city, Mississippi",MS, Mississippi
11822,"Courtland town, Mississippi",MS, Mississippi
11823,"Crawford town, Mississippi",MS, Mississippi
11824,"Crenshaw town, Mississippi",MS, Mississippi
11825,"Crosby town, Mississippi",MS, Mississippi
11826,"Crowder town, Mississippi",MS, Mississippi
11827,"Cruger town, Mississippi",MS, Mississippi
11828,"Crystal Springs city, Mississippi",MS, Mississippi
11830,"Decatur town, Mississippi",MS, Mississippi
11831,"De Kalb town, Mississippi",MS, Mississippi
11833,"Derma town, Mississippi",MS, Mississippi
11834,"Diamondhead city, Mississippi",MS, Mississippi
11835,"D'Iberville city, Mississippi",MS, Mississippi
11836,"D'Lo town, Mississippi",MS, Mississippi
11837,"Doddsville town, Mississippi",MS, Mississippi
11838,"Drew city, Mississippi",MS, Mississippi
11839,"Duck Hill town, Mississippi",MS, Mississippi
11840,"Dumas town, Mississippi",MS, Mississippi
11841,"Duncan town, Mississippi",MS, Mississippi
11842,"Durant city, Mississippi",MS, Mississippi
11843,"Ecru town, Mississippi",MS, Mississippi
11844,"Eden village, Mississippi",MS, Mississippi
11845,"Edwards town, Mississippi",MS, Mississippi
11847,"Ellisville city, Mississippi",MS, Mississippi
11848,"Enterprise town, Mississippi",MS, Mississippi
11850,"Ethel town, Mississippi",MS, Mississippi
11851,"Eupora city, Mississippi",MS, Mississippi
11852,"Falcon town, Mississippi",MS, Mississippi
11853,"Falkner town, Mississippi",MS, Mississippi
11854,"Farmington town, Mississippi",MS, Mississippi
11856,"Fayette city, Mississippi",MS, Mississippi
11857,"Flora town, Mississippi",MS, Mississippi
11858,"Florence city, Mississippi",MS, Mississippi
11859,"Flowood city, Mississippi",MS, Mississippi
11860,"Forest city, Mississippi",MS, Mississippi
11862,"French Camp town, Mississippi",MS, Mississippi
11863,"Friars Point town, Mississippi",MS, Mississippi
11864,"Fulton city, Mississippi",MS, Mississippi
11865,"Gattman village, Mississippi",MS, Mississippi
11866,"Gautier city, Mississippi",MS, Mississippi
11867,"Glen town, Mississippi",MS, Mississippi
11869,"Glendora village, Mississippi",MS, Mississippi
11870,"Gloster town, Mississippi",MS, Mississippi
11871,"Golden town, Mississippi",MS, Mississippi
11872,"Goodman town, Mississippi",MS, Mississippi
11873,"Greenville city, Mississippi",MS, Mississippi
11874,"Greenwood city, Mississippi",MS, Mississippi
11875,"Grenada city, Mississippi",MS, Mississippi
11877,"Gulfport city, Mississippi",MS, Mississippi
11878,"Gunnison town, Mississippi",MS, Mississippi
11880,"Hatley town, Mississippi",MS, Mississippi
11881,"Hattiesburg city, Mississippi",MS, Mississippi
11882,"Hazlehurst city, Mississippi",MS, Mississippi
11883,"Heidelberg town, Mississippi",MS, Mississippi
11886,"Hernando city, Mississippi",MS, Mississippi
11887,"Hickory town, Mississippi",MS, Mississippi
11888,"Hickory Flat town, Mississippi",MS, Mississippi
11891,"Hollandale city, Mississippi",MS, Mississippi
11892,"Holly Springs city, Mississippi",MS, Mississippi
11893,"Horn Lake city, Mississippi",MS, Mississippi
11894,"Houston city, Mississippi",MS, Mississippi
11896,"Indianola city, Mississippi",MS, Mississippi
11897,"Inverness town, Mississippi",MS, Mississippi
11898,"Isola town, Mississippi",MS, Mississippi
11899,"Itta Bena city, Mississippi",MS, Mississippi
11900,"Iuka city, Mississippi",MS, Mississippi
11901,"Jackson city, Mississippi",MS, Mississippi
11903,"Kilmichael town, Mississippi",MS, Mississippi
11905,"Kosciusko city, Mississippi",MS, Mississippi
11906,"Kossuth village, Mississippi",MS, Mississippi
11907,"Lake town, Mississippi",MS, Mississippi
11908,"Lambert town, Mississippi",MS, Mississippi
11911,"Laurel city, Mississippi",MS, Mississippi
11912,"Leakesville town, Mississippi",MS, Mississippi
11913,"Learned town, Mississippi",MS, Mississippi
11914,"Leland city, Mississippi",MS, Mississippi
11915,"Lena town, Mississippi",MS, Mississippi
11916,"Lexington city, Mississippi",MS, Mississippi
11917,"Liberty town, Mississippi",MS, Mississippi
11918,"Long Beach city, Mississippi",MS, Mississippi
11919,"Louin town, Mississippi",MS, Mississippi
11920,"Louise town, Mississippi",MS, Mississippi
11921,"Louisville city, Mississippi",MS, Mississippi
11922,"Lucedale city, Mississippi",MS, Mississippi
11923,"Lula town, Mississippi",MS, Mississippi
11924,"Lumberton city, Mississippi",MS, Mississippi
11927,"Lyon town, Mississippi",MS, Mississippi
11928,"Maben town, Mississippi",MS, Mississippi
11929,"McComb city, Mississippi",MS, Mississippi
11930,"McCool town, Mississippi",MS, Mississippi
11931,"McLain town, Mississippi",MS, Mississippi
11932,"Macon city, Mississippi",MS, Mississippi
11933,"Madison city, Mississippi",MS, Mississippi
11934,"Magee city, Mississippi",MS, Mississippi
11935,"Magnolia city, Mississippi",MS, Mississippi
11936,"Mantachie town, Mississippi",MS, Mississippi
11937,"Mantee village, Mississippi",MS, Mississippi
11938,"Marietta town, Mississippi",MS, Mississippi
11939,"Marion town, Mississippi",MS, Mississippi
11940,"Marks city, Mississippi",MS, Mississippi
11941,"Mathiston town, Mississippi",MS, Mississippi
11942,"Mayersville town, Mississippi",MS, Mississippi
11943,"Meadville town, Mississippi",MS, Mississippi
11944,"Mendenhall city, Mississippi",MS, Mississippi
11945,"Meridian city, Mississippi",MS, Mississippi
11946,"Merigold town, Mississippi",MS, Mississippi
11947,"Metcalfe town, Mississippi",MS, Mississippi
11949,"Mize town, Mississippi",MS, Mississippi
11950,"Monticello town, Mississippi",MS, Mississippi
11951,"Montrose town, Mississippi",MS, Mississippi
11953,"Moorhead city, Mississippi",MS, Mississippi
11954,"Morgan City town, Mississippi",MS, Mississippi
11955,"Morton city, Mississippi",MS, Mississippi
11956,"Moss Point city, Mississippi",MS, Mississippi
11957,"Mound Bayou city, Mississippi",MS, Mississippi
11958,"Mount Olive town, Mississippi",MS, Mississippi
11959,"Myrtle town, Mississippi",MS, Mississippi
11960,"Natchez city, Mississippi",MS, Mississippi
11962,"Nettleton city, Mississippi",MS, Mississippi
11963,"New Albany city, Mississippi",MS, Mississippi
11964,"New Augusta town, Mississippi",MS, Mississippi
11966,"New Hebron town, Mississippi",MS, Mississippi
11968,"New Houlka town, Mississippi",MS, Mississippi
11969,"Newton city, Mississippi",MS, Mississippi
11971,"North Carrollton town, Mississippi",MS, Mississippi
11973,"Noxapater town, Mississippi",MS, Mississippi
11974,"Oakland town, Mississippi",MS, Mississippi
11975,"Ocean Springs city, Mississippi",MS, Mississippi
11976,"Okolona city, Mississippi",MS, Mississippi
11977,"Olive Branch city, Mississippi",MS, Mississippi
11978,"Osyka town, Mississippi",MS, Mississippi
11979,"Oxford city, Mississippi",MS, Mississippi
11980,"Pace town, Mississippi",MS, Mississippi
11981,"Pachuta town, Mississippi",MS, Mississippi
11982,"Paden village, Mississippi",MS, Mississippi
11983,"Pascagoula city, Mississippi",MS, Mississippi
11984,"Pass Christian city, Mississippi",MS, Mississippi
11985,"Pearl city, Mississippi",MS, Mississippi
11988,"Pelahatchie town, Mississippi",MS, Mississippi
11989,"Petal city, Mississippi",MS, Mississippi
11990,"Philadelphia city, Mississippi",MS, Mississippi
11991,"Picayune city, Mississippi",MS, Mississippi
11992,"Pickens town, Mississippi",MS, Mississippi
11993,"Pittsboro village, Mississippi",MS, Mississippi
11994,"Plantersville town, Mississippi",MS, Mississippi
11995,"Polkville town, Mississippi",MS, Mississippi
11996,"Pontotoc city, Mississippi",MS, Mississippi
11997,"Pope village, Mississippi",MS, Mississippi
11998,"Poplarville city, Mississippi",MS, Mississippi
11999,"Port Gibson city, Mississippi",MS, Mississippi
12000,"Potts Camp town, Mississippi",MS, Mississippi
12001,"Prentiss town, Mississippi",MS, Mississippi
12002,"Puckett village, Mississippi",MS, Mississippi
12003,"Purvis city, Mississippi",MS, Mississippi
12004,"Quitman city, Mississippi",MS, Mississippi
12005,"Raleigh town, Mississippi",MS, Mississippi
12007,"Raymond city, Mississippi",MS, Mississippi
12009,"Renova town, Mississippi",MS, Mississippi
12010,"Richland city, Mississippi",MS, Mississippi
12011,"Richton town, Mississippi",MS, Mississippi
12012,"Ridgeland city, Mississippi",MS, Mississippi
12013,"Rienzi town, Mississippi",MS, Mississippi
12014,"Ripley city, Mississippi",MS, Mississippi
12015,"Rolling Fork city, Mississippi",MS, Mississippi
12016,"Rosedale city, Mississippi",MS, Mississippi
12017,"Roxie town, Mississippi",MS, Mississippi
12018,"Ruleville city, Mississippi",MS, Mississippi
12019,"Sallis town, Mississippi",MS, Mississippi
12020,"Saltillo city, Mississippi",MS, Mississippi
12021,"Sandersville town, Mississippi",MS, Mississippi
12022,"Sardis town, Mississippi",MS, Mississippi
12023,"Satartia village, Mississippi",MS, Mississippi
12025,"Schlater town, Mississippi",MS, Mississippi
12026,"Scooba town, Mississippi",MS, Mississippi
12027,"Sebastopol town, Mississippi",MS, Mississippi
12028,"Seminary town, Mississippi",MS, Mississippi
12029,"Senatobia city, Mississippi",MS, Mississippi
12030,"Shannon town, Mississippi",MS, Mississippi
12032,"Shaw city, Mississippi",MS, Mississippi
12033,"Shelby city, Mississippi",MS, Mississippi
12034,"Sherman town, Mississippi",MS, Mississippi
12035,"Shubuta town, Mississippi",MS, Mississippi
12036,"Shuqualak town, Mississippi",MS, Mississippi
12037,"Sidon town, Mississippi",MS, Mississippi
12038,"Silver City town, Mississippi",MS, Mississippi
12039,"Silver Creek town, Mississippi",MS, Mississippi
12040,"Slate Springs village, Mississippi",MS, Mississippi
12041,"Sledge town, Mississippi",MS, Mississippi
12042,"Smithville town, Mississippi",MS, Mississippi
12043,"Snow Lake Shores town, Mississippi",MS, Mississippi
12044,"Soso town, Mississippi",MS, Mississippi
12045,"Southaven city, Mississippi",MS, Mississippi
12047,"Starkville city, Mississippi",MS, Mississippi
12048,"State Line town, Mississippi",MS, Mississippi
12049,"Stonewall town, Mississippi",MS, Mississippi
12050,"Sturgis town, Mississippi",MS, Mississippi
12051,"Summit town, Mississippi",MS, Mississippi
12052,"Sumner town, Mississippi",MS, Mississippi
12053,"Sumrall town, Mississippi",MS, Mississippi
12054,"Sunflower town, Mississippi",MS, Mississippi
12055,"Sylvarena village, Mississippi",MS, Mississippi
12056,"Taylor village, Mississippi",MS, Mississippi
12057,"Taylorsville town, Mississippi",MS, Mississippi
12058,"Tchula town, Mississippi",MS, Mississippi
12059,"Terry town, Mississippi",MS, Mississippi
12060,"Thaxton town, Mississippi",MS, Mississippi
12061,"Tillatoba town, Mississippi",MS, Mississippi
12062,"Tishomingo town, Mississippi",MS, Mississippi
12063,"Toccopola town, Mississippi",MS, Mississippi
12065,"Tremont town, Mississippi",MS, Mississippi
12067,"Tunica town, Mississippi",MS, Mississippi
12068,"Tupelo city, Mississippi",MS, Mississippi
12069,"Tutwiler town, Mississippi",MS, Mississippi
12070,"Union town, Mississippi",MS, Mississippi
12071,"Utica town, Mississippi",MS, Mississippi
12072,"Vaiden town, Mississippi",MS, Mississippi
12074,"Vardaman town, Mississippi",MS, Mississippi
12075,"Verona city, Mississippi",MS, Mississippi
12076,"Vicksburg city, Mississippi",MS, Mississippi
12078,"Walls town, Mississippi",MS, Mississippi
12079,"Walnut town, Mississippi",MS, Mississippi
12080,"Walnut Grove town, Mississippi",MS, Mississippi
12081,"Walthall village, Mississippi",MS, Mississippi
12082,"Water Valley city, Mississippi",MS, Mississippi
12083,"Waveland city, Mississippi",MS, Mississippi
12084,"Waynesboro city, Mississippi",MS, Mississippi
12085,"Webb town, Mississippi",MS, Mississippi
12086,"Weir town, Mississippi",MS, Mississippi
12087,"Wesson town, Mississippi",MS, Mississippi
12088,"West town, Mississippi",MS, Mississippi
12089,"West Point city, Mississippi",MS, Mississippi
12091,"Wiggins city, Mississippi",MS, Mississippi
12092,"Winona city, Mississippi",MS, Mississippi
12093,"Winstonville town, Mississippi",MS, Mississippi
12094,"Woodland village, Mississippi",MS, Mississippi
12095,"Woodville town, Mississippi",MS, Mississippi
12096,"Yazoo City city, Mississippi",MS, Mississippi
12097,"Adrian city, Missouri",MO, Missouri
12098,"Advance city, Missouri",MO, Missouri
12100,"Agency village, Missouri",MO, Missouri
12101,"Airport Drive village, Missouri",MO, Missouri
12102,"Alba city, Missouri",MO, Missouri
12103,"Albany city, Missouri",MO, Missouri
12104,"Aldrich village, Missouri",MO, Missouri
12105,"Alexandria city, Missouri",MO, Missouri
12106,"Allendale village, Missouri",MO, Missouri
12107,"Allenville village, Missouri",MO, Missouri
12108,"Alma city, Missouri",MO, Missouri
12109,"Altamont village, Missouri",MO, Missouri
12110,"Altenburg city, Missouri",MO, Missouri
12111,"Alton city, Missouri",MO, Missouri
12112,"Amazonia village, Missouri",MO, Missouri
12113,"Amity town, Missouri",MO, Missouri
12114,"Amoret city, Missouri",MO, Missouri
12115,"Amsterdam city, Missouri",MO, Missouri
12116,"Anderson city, Missouri",MO, Missouri
12117,"Annada village, Missouri",MO, Missouri
12118,"Annapolis city, Missouri",MO, Missouri
12119,"Anniston town, Missouri",MO, Missouri
12120,"Appleton City city, Missouri",MO, Missouri
12121,"Arbela town, Missouri",MO, Missouri
12122,"Arbyrd city, Missouri",MO, Missouri
12123,"Arcadia city, Missouri",MO, Missouri
12124,"Archie city, Missouri",MO, Missouri
12125,"Arcola village, Missouri",MO, Missouri
12126,"Argyle town, Missouri",MO, Missouri
12127,"Arkoe town, Missouri",MO, Missouri
12128,"Armstrong city, Missouri",MO, Missouri
12129,"Arnold city, Missouri",MO, Missouri
12130,"Arrow Point village, Missouri",MO, Missouri
12131,"Arrow Rock town, Missouri",MO, Missouri
12132,"Asbury city, Missouri",MO, Missouri
12133,"Ashburn town, Missouri",MO, Missouri
12134,"Ash Grove city, Missouri",MO, Missouri
12135,"Ashland city, Missouri",MO, Missouri
12137,"Atlanta city, Missouri",MO, Missouri
12138,"Augusta town, Missouri",MO, Missouri
12139,"Aullville village, Missouri",MO, Missouri
12140,"Aurora city, Missouri",MO, Missouri
12141,"Auxvasse city, Missouri",MO, Missouri
12142,"Ava city, Missouri",MO, Missouri
12143,"Avilla town, Missouri",MO, Missouri
12144,"Avondale city, Missouri",MO, Missouri
12145,"Bagnell town, Missouri",MO, Missouri
12146,"Baker village, Missouri",MO, Missouri
12147,"Bakersfield village, Missouri",MO, Missouri
12148,"Baldwin Park village, Missouri",MO, Missouri
12149,"Ballwin city, Missouri",MO, Missouri
12150,"Baring city, Missouri",MO, Missouri
12151,"Barnard city, Missouri",MO, Missouri
12152,"Barnett city, Missouri",MO, Missouri
12154,"Bates City city, Missouri",MO, Missouri
12155,"Battlefield city, Missouri",MO, Missouri
12156,"Bella Villa city, Missouri",MO, Missouri
12157,"Bell City city, Missouri",MO, Missouri
12158,"Belle city, Missouri",MO, Missouri
12159,"Bellefontaine Neighbors city, Missouri",MO, Missouri
12160,"Bellerive village, Missouri",MO, Missouri
12161,"Bellflower city, Missouri",MO, Missouri
12162,"Bel-Nor village, Missouri",MO, Missouri
12163,"Bel-Ridge village, Missouri",MO, Missouri
12164,"Belton city, Missouri",MO, Missouri
12166,"Benton city, Missouri",MO, Missouri
12167,"Benton City village, Missouri",MO, Missouri
12168,"Berger city, Missouri",MO, Missouri
12169,"Berkeley city, Missouri",MO, Missouri
12170,"Bernie city, Missouri",MO, Missouri
12171,"Bertrand city, Missouri",MO, Missouri
12172,"Bethany city, Missouri",MO, Missouri
12173,"Bethel village, Missouri",MO, Missouri
12174,"Beverly Hills city, Missouri",MO, Missouri
12175,"Bevier city, Missouri",MO, Missouri
12177,"Bigelow village, Missouri",MO, Missouri
12178,"Big Lake village, Missouri",MO, Missouri
12180,"Billings city, Missouri",MO, Missouri
12181,"Birch Tree city, Missouri",MO, Missouri
12182,"Birmingham village, Missouri",MO, Missouri
12183,"Bismarck city, Missouri",MO, Missouri
12184,"Blackburn city, Missouri",MO, Missouri
12185,"Black Jack city, Missouri",MO, Missouri
12186,"Blackwater city, Missouri",MO, Missouri
12188,"Bland city, Missouri",MO, Missouri
12189,"Blodgett village, Missouri",MO, Missouri
12190,"Bloomfield city, Missouri",MO, Missouri
12191,"Bloomsdale city, Missouri",MO, Missouri
12192,"Blue Eye town, Missouri",MO, Missouri
12193,"Blue Springs city, Missouri",MO, Missouri
12194,"Blythedale village, Missouri",MO, Missouri
12195,"Bogard city, Missouri",MO, Missouri
12196,"Bolckow city, Missouri",MO, Missouri
12197,"Bolivar city, Missouri",MO, Missouri
12198,"Bonne Terre city, Missouri",MO, Missouri
12199,"Boonville city, Missouri",MO, Missouri
12200,"Bosworth city, Missouri",MO, Missouri
12201,"Bourbon city, Missouri",MO, Missouri
12202,"Bowling Green city, Missouri",MO, Missouri
12203,"Bragg City town, Missouri",MO, Missouri
12204,"Brandsville city, Missouri",MO, Missouri
12205,"Branson city, Missouri",MO, Missouri
12206,"Branson West city, Missouri",MO, Missouri
12207,"Brashear city, Missouri",MO, Missouri
12208,"Braymer city, Missouri",MO, Missouri
12209,"Breckenridge city, Missouri",MO, Missouri
12210,"Breckenridge Hills city, Missouri",MO, Missouri
12211,"Brentwood city, Missouri",MO, Missouri
12213,"Bridgeton city, Missouri",MO, Missouri
12214,"Brimson village, Missouri",MO, Missouri
12215,"Bronaugh city, Missouri",MO, Missouri
12216,"Brookfield city, Missouri",MO, Missouri
12217,"Brooklyn Heights town, Missouri",MO, Missouri
12218,"Browning city, Missouri",MO, Missouri
12219,"Brownington town, Missouri",MO, Missouri
12220,"Brumley town, Missouri",MO, Missouri
12221,"Brunswick city, Missouri",MO, Missouri
12222,"Bucklin city, Missouri",MO, Missouri
12223,"Buckner city, Missouri",MO, Missouri
12224,"Buffalo city, Missouri",MO, Missouri
12225,"Bull Creek village, Missouri",MO, Missouri
12226,"Bunceton city, Missouri",MO, Missouri
12227,"Bunker city, Missouri",MO, Missouri
12228,"Burgess town, Missouri",MO, Missouri
12229,"Burlington Junction city, Missouri",MO, Missouri
12230,"Butler city, Missouri",MO, Missouri
12231,"Butterfield village, Missouri",MO, Missouri
12232,"Byrnes Mill city, Missouri",MO, Missouri
12233,"Cabool city, Missouri",MO, Missouri
12234,"Cainsville city, Missouri",MO, Missouri
12235,"Cairo village, Missouri",MO, Missouri
12236,"Caledonia village, Missouri",MO, Missouri
12237,"Calhoun city, Missouri",MO, Missouri
12238,"California city, Missouri",MO, Missouri
12239,"Callao city, Missouri",MO, Missouri
12240,"Calverton Park city, Missouri",MO, Missouri
12241,"Camden city, Missouri",MO, Missouri
12242,"Camden Point city, Missouri",MO, Missouri
12243,"Camdenton city, Missouri",MO, Missouri
12244,"Cameron city, Missouri",MO, Missouri
12245,"Campbell city, Missouri",MO, Missouri
12246,"Canalou city, Missouri",MO, Missouri
12247,"Canton city, Missouri",MO, Missouri
12248,"Cape Girardeau city, Missouri",MO, Missouri
12249,"Cardwell city, Missouri",MO, Missouri
12250,"Carl Junction city, Missouri",MO, Missouri
12251,"Carrollton city, Missouri",MO, Missouri
12252,"Carterville city, Missouri",MO, Missouri
12253,"Carthage city, Missouri",MO, Missouri
12254,"Caruthersville city, Missouri",MO, Missouri
12255,"Cassville city, Missouri",MO, Missouri
12257,"Catron town, Missouri",MO, Missouri
12258,"Cave town, Missouri",MO, Missouri
12260,"Cedar Hill Lakes village, Missouri",MO, Missouri
12261,"Center city, Missouri",MO, Missouri
12262,"Centertown town, Missouri",MO, Missouri
12263,"Centerview city, Missouri",MO, Missouri
12264,"Centerville city, Missouri",MO, Missouri
12265,"Centralia city, Missouri",MO, Missouri
12266,"Chaffee city, Missouri",MO, Missouri
12267,"Chain of Rocks village, Missouri",MO, Missouri
12268,"Chain-O-Lakes village, Missouri",MO, Missouri
12269,"Chamois city, Missouri",MO, Missouri
12270,"Champ village, Missouri",MO, Missouri
12271,"Charlack city, Missouri",MO, Missouri
12272,"Charleston city, Missouri",MO, Missouri
12275,"Chesterfield city, Missouri",MO, Missouri
12276,"Chilhowee town, Missouri",MO, Missouri
12277,"Chillicothe city, Missouri",MO, Missouri
12278,"Chula city, Missouri",MO, Missouri
12279,"Clarence city, Missouri",MO, Missouri
12280,"Clark city, Missouri",MO, Missouri
12281,"Clarksburg city, Missouri",MO, Missouri
12282,"Clarksdale city, Missouri",MO, Missouri
12283,"Clarkson Valley city, Missouri",MO, Missouri
12284,"Clarksville city, Missouri",MO, Missouri
12285,"Clarkton city, Missouri",MO, Missouri
12286,"Claycomo village, Missouri",MO, Missouri
12287,"Clayton city, Missouri",MO, Missouri
12288,"Clearmont city, Missouri",MO, Missouri
12289,"Cleveland city, Missouri",MO, Missouri
12290,"Clever city, Missouri",MO, Missouri
12291,"Cliff Village village, Missouri",MO, Missouri
12292,"Clifton Hill city, Missouri",MO, Missouri
12294,"Clinton city, Missouri",MO, Missouri
12295,"Clyde village, Missouri",MO, Missouri
12296,"Coffey city, Missouri",MO, Missouri
12297,"Cole Camp city, Missouri",MO, Missouri
12298,"Collins village, Missouri",MO, Missouri
12299,"Columbia city, Missouri",MO, Missouri
12300,"Commerce village, Missouri",MO, Missouri
12302,"Conception Junction town, Missouri",MO, Missouri
12304,"Concordia city, Missouri",MO, Missouri
12305,"Coney Island village, Missouri",MO, Missouri
12306,"Conway city, Missouri",MO, Missouri
12307,"Cool Valley city, Missouri",MO, Missouri
12308,"Cooter city, Missouri",MO, Missouri
12309,"Corder city, Missouri",MO, Missouri
12310,"Corning town, Missouri",MO, Missouri
12311,"Cosby village, Missouri",MO, Missouri
12312,"Cottleville city, Missouri",MO, Missouri
12313,"Country Club Hills city, Missouri",MO, Missouri
12314,"Country Life Acres village, Missouri",MO, Missouri
12315,"Cowgill city, Missouri",MO, Missouri
12316,"Craig city, Missouri",MO, Missouri
12317,"Crane city, Missouri",MO, Missouri
12318,"Creighton city, Missouri",MO, Missouri
12319,"Crestwood city, Missouri",MO, Missouri
12320,"Creve Coeur city, Missouri",MO, Missouri
12321,"Crocker city, Missouri",MO, Missouri
12322,"Cross Timbers city, Missouri",MO, Missouri
12323,"Crystal City city, Missouri",MO, Missouri
12324,"Crystal Lake Park city, Missouri",MO, Missouri
12325,"Crystal Lakes city, Missouri",MO, Missouri
12326,"Cuba city, Missouri",MO, Missouri
12327,"Curryville city, Missouri",MO, Missouri
12328,"Dadeville village, Missouri",MO, Missouri
12329,"Dalton town, Missouri",MO, Missouri
12331,"Dardenne Prairie city, Missouri",MO, Missouri
12332,"Darlington village, Missouri",MO, Missouri
12334,"Dearborn city, Missouri",MO, Missouri
12335,"Deepwater city, Missouri",MO, Missouri
12336,"Deerfield village, Missouri",MO, Missouri
12338,"De Kalb town, Missouri",MO, Missouri
12339,"Dellwood city, Missouri",MO, Missouri
12340,"Delta city, Missouri",MO, Missouri
12341,"Dennis Acres village, Missouri",MO, Missouri
12342,"Denver village, Missouri",MO, Missouri
12343,"Des Arc village, Missouri",MO, Missouri
12344,"Desloge city, Missouri",MO, Missouri
12345,"De Soto city, Missouri",MO, Missouri
12346,"Des Peres city, Missouri",MO, Missouri
12347,"De Witt city, Missouri",MO, Missouri
12348,"Dexter city, Missouri",MO, Missouri
12349,"Diamond town, Missouri",MO, Missouri
12350,"Diehlstadt village, Missouri",MO, Missouri
12351,"Diggins village, Missouri",MO, Missouri
12352,"Dixon city, Missouri",MO, Missouri
12354,"Doniphan city, Missouri",MO, Missouri
12355,"Doolittle city, Missouri",MO, Missouri
12356,"Dover town, Missouri",MO, Missouri
12357,"Downing city, Missouri",MO, Missouri
12358,"Drexel city, Missouri",MO, Missouri
12359,"Dudley city, Missouri",MO, Missouri
12360,"Duenweg city, Missouri",MO, Missouri
12361,"Duquesne village, Missouri",MO, Missouri
12363,"Eagleville town, Missouri",MO, Missouri
12364,"East Lynne city, Missouri",MO, Missouri
12365,"Easton city, Missouri",MO, Missouri
12366,"East Prairie city, Missouri",MO, Missouri
12367,"Edgar Springs city, Missouri",MO, Missouri
12368,"Edgerton city, Missouri",MO, Missouri
12369,"Edina city, Missouri",MO, Missouri
12371,"Edmundson city, Missouri",MO, Missouri
12372,"Eldon city, Missouri",MO, Missouri
12373,"El Dorado Springs city, Missouri",MO, Missouri
12374,"Ellington city, Missouri",MO, Missouri
12375,"Ellisville city, Missouri",MO, Missouri
12376,"Ellsinore city, Missouri",MO, Missouri
12377,"Elmer city, Missouri",MO, Missouri
12378,"Elmira village, Missouri",MO, Missouri
12379,"Elmo city, Missouri",MO, Missouri
12380,"Elsberry city, Missouri",MO, Missouri
12381,"Emerald Beach village, Missouri",MO, Missouri
12382,"Eminence city, Missouri",MO, Missouri
12383,"Emma city, Missouri",MO, Missouri
12384,"Eolia village, Missouri",MO, Missouri
12385,"Essex city, Missouri",MO, Missouri
12386,"Ethel town, Missouri",MO, Missouri
12387,"Eureka city, Missouri",MO, Missouri
12388,"Evergreen village, Missouri",MO, Missouri
12389,"Everton city, Missouri",MO, Missouri
12390,"Ewing city, Missouri",MO, Missouri
12392,"Excelsior Estates village, Missouri",MO, Missouri
12393,"Excelsior Springs city, Missouri",MO, Missouri
12394,"Exeter city, Missouri",MO, Missouri
12396,"Fairfax city, Missouri",MO, Missouri
12397,"Fair Grove city, Missouri",MO, Missouri
12398,"Fair Play city, Missouri",MO, Missouri
12399,"Fairview town, Missouri",MO, Missouri
12400,"Farber city, Missouri",MO, Missouri
12401,"Farley village, Missouri",MO, Missouri
12402,"Farmington city, Missouri",MO, Missouri
12403,"Fayette city, Missouri",MO, Missouri
12404,"Fenton city, Missouri",MO, Missouri
12405,"Ferguson city, Missouri",MO, Missouri
12406,"Ferrelview village, Missouri",MO, Missouri
12407,"Festus city, Missouri",MO, Missouri
12408,"Fidelity town, Missouri",MO, Missouri
12409,"Fillmore city, Missouri",MO, Missouri
12410,"Fisk city, Missouri",MO, Missouri
12411,"Fleming city, Missouri",MO, Missouri
12412,"Flemington village, Missouri",MO, Missouri
12413,"Flint Hill city, Missouri",MO, Missouri
12414,"Flordell Hills city, Missouri",MO, Missouri
12415,"Florida village, Missouri",MO, Missouri
12416,"Florissant city, Missouri",MO, Missouri
12417,"Foley city, Missouri",MO, Missouri
12418,"Fordland city, Missouri",MO, Missouri
12419,"Forest City city, Missouri",MO, Missouri
12420,"Foristell city, Missouri",MO, Missouri
12421,"Forsyth city, Missouri",MO, Missouri
12422,"Fortescue town, Missouri",MO, Missouri
12424,"Foster village, Missouri",MO, Missouri
12425,"Fountain N' Lakes village, Missouri",MO, Missouri
12427,"Frankford city, Missouri",MO, Missouri
12428,"Franklin city, Missouri",MO, Missouri
12429,"Freeburg village, Missouri",MO, Missouri
12430,"Freeman city, Missouri",MO, Missouri
12431,"Freistatt village, Missouri",MO, Missouri
12433,"Fremont Hills city, Missouri",MO, Missouri
