,Geography,stateAbbr,stateFullName
907,"Duncan town, Arizona",AZ, Arizona
908,"Eagar town, Arizona",AZ, Arizona
913,"El Mirage city, Arizona",AZ, Arizona
914,"Eloy city, Arizona",AZ, Arizona
915,"Flagstaff city, Arizona",AZ, Arizona
916,"Florence town, Arizona",AZ, Arizona
922,"Fountain Hills town, Arizona",AZ, Arizona
924,"Fredonia town, Arizona",AZ, Arizona
927,"Gila Bend town, Arizona",AZ, Arizona
929,"Gilbert town, Arizona",AZ, Arizona
931,"Glendale city, Arizona",AZ, Arizona
932,"Globe city, Arizona",AZ, Arizona
936,"Goodyear city, Arizona",AZ, Arizona
940,"Guadalupe town, Arizona",AZ, Arizona
944,"Hayden town, Arizona",AZ, Arizona
945,"Holbrook city, Arizona",AZ, Arizona
947,"Huachuca City town, Arizona",AZ, Arizona
951,"Jerome town, Arizona",AZ, Arizona
960,"Kearny town, Arizona",AZ, Arizona
961,"Kingman city, Arizona",AZ, Arizona
968,"Lake Havasu City city, Arizona",AZ, Arizona
974,"Litchfield Park city, Arizona",AZ, Arizona
983,"Mammoth town, Arizona",AZ, Arizona
985,"Marana town, Arizona",AZ, Arizona
986,"Maricopa city, Arizona",AZ, Arizona
990,"Mesa city, Arizona",AZ, Arizona
992,"Miami town, Arizona",AZ, Arizona
1004,"Nogales city, Arizona",AZ, Arizona
1009,"Oro Valley town, Arizona",AZ, Arizona
1010,"Page city, Arizona",AZ, Arizona
1012,"Paradise Valley town, Arizona",AZ, Arizona
1013,"Parker town, Arizona",AZ, Arizona
1016,"Patagonia town, Arizona",AZ, Arizona
1018,"Payson town, Arizona",AZ, Arizona
1021,"Peoria city, Arizona",AZ, Arizona
1023,"Phoenix city, Arizona",AZ, Arizona
1026,"Pima town, Arizona",AZ, Arizona
1029,"Pinetop-Lakeside town, Arizona",AZ, Arizona
1034,"Prescott city, Arizona",AZ, Arizona
1035,"Prescott Valley town, Arizona",AZ, Arizona
1036,"Quartzsite town, Arizona",AZ, Arizona
1037,"Queen Creek town, Arizona",AZ, Arizona
1050,"Safford city, Arizona",AZ, Arizona
1051,"Sahuarita town, Arizona",AZ, Arizona
1056,"San Luis city, Arizona",AZ, Arizona
1063,"Scottsdale city, Arizona",AZ, Arizona
1066,"Sedona city, Arizona",AZ, Arizona
1072,"Show Low city, Arizona",AZ, Arizona
1073,"Sierra Vista city, Arizona",AZ, Arizona
1075,"Snowflake town, Arizona",AZ, Arizona
1077,"Somerton city, Arizona",AZ, Arizona
1080,"South Tucson city, Arizona",AZ, Arizona
1081,"Springerville town, Arizona",AZ, Arizona
1084,"Star Valley town, Arizona",AZ, Arizona
1095,"Superior town, Arizona",AZ, Arizona
1096,"Surprise city, Arizona",AZ, Arizona
1101,"Taylor town, Arizona",AZ, Arizona
1104,"Tempe city, Arizona",AZ, Arizona
1105,"Thatcher town, Arizona",AZ, Arizona
1109,"Tolleson city, Arizona",AZ, Arizona
1110,"Tombstone city, Arizona",AZ, Arizona
1123,"Tucson city, Arizona",AZ, Arizona
1124,"Tusayan town, Arizona",AZ, Arizona
1137,"Wellton town, Arizona",AZ, Arizona
1143,"Wickenburg town, Arizona",AZ, Arizona
1147,"Willcox city, Arizona",AZ, Arizona
1148,"Williams city, Arizona",AZ, Arizona
1153,"Winkelman town, Arizona",AZ, Arizona
1154,"Winslow city, Arizona",AZ, Arizona
1161,"Youngtown town, Arizona",AZ, Arizona
1163,"Yuma city, Arizona",AZ, Arizona
1164,"Adona city, Arkansas",AR, Arkansas
1165,"Alexander city, Arkansas",AR, Arkansas
1166,"Alicia town, Arkansas",AR, Arkansas
1167,"Allport town, Arkansas",AR, Arkansas
1168,"Alma city, Arkansas",AR, Arkansas
1169,"Almyra town, Arkansas",AR, Arkansas
1170,"Alpena town, Arkansas",AR, Arkansas
1171,"Altheimer city, Arkansas",AR, Arkansas
1172,"Altus city, Arkansas",AR, Arkansas
1173,"Amagon town, Arkansas",AR, Arkansas
1174,"Amity city, Arkansas",AR, Arkansas
1175,"Anthonyville town, Arkansas",AR, Arkansas
1176,"Antoine town, Arkansas",AR, Arkansas
1177,"Arkadelphia city, Arkansas",AR, Arkansas
1178,"Arkansas City city, Arkansas",AR, Arkansas
1179,"Ashdown city, Arkansas",AR, Arkansas
1180,"Ash Flat city, Arkansas",AR, Arkansas
1181,"Atkins city, Arkansas",AR, Arkansas
1182,"Aubrey town, Arkansas",AR, Arkansas
1183,"Augusta city, Arkansas",AR, Arkansas
1184,"Austin city, Arkansas",AR, Arkansas
1186,"Avoca town, Arkansas",AR, Arkansas
1187,"Bald Knob city, Arkansas",AR, Arkansas
1188,"Banks town, Arkansas",AR, Arkansas
1189,"Barling city, Arkansas",AR, Arkansas
1190,"Bassett town, Arkansas",AR, Arkansas
1191,"Batesville city, Arkansas",AR, Arkansas
1192,"Bauxite town, Arkansas",AR, Arkansas
1193,"Bay city, Arkansas",AR, Arkansas
1194,"Bearden city, Arkansas",AR, Arkansas
1195,"Beaver town, Arkansas",AR, Arkansas
1196,"Beebe city, Arkansas",AR, Arkansas
1197,"Beedeville town, Arkansas",AR, Arkansas
1198,"Bella Vista city, Arkansas",AR, Arkansas
1199,"Bellefonte town, Arkansas",AR, Arkansas
1200,"Belleville city, Arkansas",AR, Arkansas
1201,"Ben Lomond town, Arkansas",AR, Arkansas
1202,"Benton city, Arkansas",AR, Arkansas
1203,"Bentonville city, Arkansas",AR, Arkansas
1204,"Bergman town, Arkansas",AR, Arkansas
1205,"Berryville city, Arkansas",AR, Arkansas
1206,"Bethel Heights city, Arkansas",AR, Arkansas
1207,"Bigelow town, Arkansas",AR, Arkansas
1208,"Big Flat town, Arkansas",AR, Arkansas
1209,"Biggers town, Arkansas",AR, Arkansas
1210,"Birdsong town, Arkansas",AR, Arkansas
1211,"Black Oak town, Arkansas",AR, Arkansas
1212,"Black Rock city, Arkansas",AR, Arkansas
1213,"Black Springs town, Arkansas",AR, Arkansas
1214,"Blevins city, Arkansas",AR, Arkansas
1215,"Blue Eye town, Arkansas",AR, Arkansas
1216,"Blue Mountain town, Arkansas",AR, Arkansas
1217,"Bluff City town, Arkansas",AR, Arkansas
1218,"Blytheville city, Arkansas",AR, Arkansas
1219,"Bodcaw town, Arkansas",AR, Arkansas
1220,"Bonanza city, Arkansas",AR, Arkansas
1221,"Bono city, Arkansas",AR, Arkansas
1222,"Booneville city, Arkansas",AR, Arkansas
1223,"Bradford city, Arkansas",AR, Arkansas
1224,"Bradley city, Arkansas",AR, Arkansas
1225,"Branch city, Arkansas",AR, Arkansas
1226,"Briarcliff city, Arkansas",AR, Arkansas
1227,"Brinkley city, Arkansas",AR, Arkansas
1228,"Brookland city, Arkansas",AR, Arkansas
1229,"Bryant city, Arkansas",AR, Arkansas
1230,"Buckner city, Arkansas",AR, Arkansas
1231,"Bull Shoals city, Arkansas",AR, Arkansas
1232,"Burdette town, Arkansas",AR, Arkansas
1233,"Cabot city, Arkansas",AR, Arkansas
1234,"Caddo Valley town, Arkansas",AR, Arkansas
1235,"Caldwell town, Arkansas",AR, Arkansas
1236,"Cale town, Arkansas",AR, Arkansas
1237,"Calico Rock city, Arkansas",AR, Arkansas
1238,"Calion city, Arkansas",AR, Arkansas
1239,"Camden city, Arkansas",AR, Arkansas
1240,"Cammack Village city, Arkansas",AR, Arkansas
1241,"Campbell Station city, Arkansas",AR, Arkansas
1242,"Caraway city, Arkansas",AR, Arkansas
1243,"Carlisle city, Arkansas",AR, Arkansas
1244,"Carthage city, Arkansas",AR, Arkansas
1245,"Casa town, Arkansas",AR, Arkansas
1246,"Cash town, Arkansas",AR, Arkansas
1247,"Caulksville town, Arkansas",AR, Arkansas
1248,"Cave City city, Arkansas",AR, Arkansas
1249,"Cave Springs city, Arkansas",AR, Arkansas
1250,"Cedarville city, Arkansas",AR, Arkansas
1252,"Centerton city, Arkansas",AR, Arkansas
1253,"Central City town, Arkansas",AR, Arkansas
1254,"Charleston city, Arkansas",AR, Arkansas
1256,"Cherokee Village city, Arkansas",AR, Arkansas
1257,"Cherry Valley city, Arkansas",AR, Arkansas
1258,"Chester town, Arkansas",AR, Arkansas
1259,"Chidester city, Arkansas",AR, Arkansas
1260,"Clarendon city, Arkansas",AR, Arkansas
1261,"Clarkedale city, Arkansas",AR, Arkansas
1262,"Clarksville city, Arkansas",AR, Arkansas
1263,"Clinton city, Arkansas",AR, Arkansas
1264,"Coal Hill city, Arkansas",AR, Arkansas
1265,"College City city, Arkansas",AR, Arkansas
1267,"Colt city, Arkansas",AR, Arkansas
1268,"Concord town, Arkansas",AR, Arkansas
1269,"Conway city, Arkansas",AR, Arkansas
1270,"Corinth town, Arkansas",AR, Arkansas
1271,"Corning city, Arkansas",AR, Arkansas
1272,"Cotter city, Arkansas",AR, Arkansas
1273,"Cotton Plant city, Arkansas",AR, Arkansas
1274,"Cove town, Arkansas",AR, Arkansas
1275,"Coy town, Arkansas",AR, Arkansas
1276,"Crawfordsville town, Arkansas",AR, Arkansas
1277,"Crossett city, Arkansas",AR, Arkansas
1278,"Cushman city, Arkansas",AR, Arkansas
1279,"Daisy town, Arkansas",AR, Arkansas
1280,"Damascus town, Arkansas",AR, Arkansas
1281,"Danville city, Arkansas",AR, Arkansas
1282,"Dardanelle city, Arkansas",AR, Arkansas
1283,"Datto town, Arkansas",AR, Arkansas
1284,"Decatur city, Arkansas",AR, Arkansas
1285,"Delaplaine town, Arkansas",AR, Arkansas
1286,"Delight city, Arkansas",AR, Arkansas
1287,"Dell town, Arkansas",AR, Arkansas
1289,"Denning town, Arkansas",AR, Arkansas
1290,"De Queen city, Arkansas",AR, Arkansas
1291,"Dermott city, Arkansas",AR, Arkansas
1292,"Des Arc city, Arkansas",AR, Arkansas
1293,"De Valls Bluff city, Arkansas",AR, Arkansas
1294,"DeWitt city, Arkansas",AR, Arkansas
1295,"Diamond City city, Arkansas",AR, Arkansas
1296,"Diaz city, Arkansas",AR, Arkansas
1297,"Dierks city, Arkansas",AR, Arkansas
1298,"Donaldson town, Arkansas",AR, Arkansas
1299,"Dover city, Arkansas",AR, Arkansas
1300,"Dumas city, Arkansas",AR, Arkansas
1301,"Dyer city, Arkansas",AR, Arkansas
1302,"Dyess town, Arkansas",AR, Arkansas
1303,"Earle city, Arkansas",AR, Arkansas
1304,"East Camden town, Arkansas",AR, Arkansas
1306,"Edmondson town, Arkansas",AR, Arkansas
1307,"Egypt town, Arkansas",AR, Arkansas
1308,"Elaine city, Arkansas",AR, Arkansas
1309,"El Dorado city, Arkansas",AR, Arkansas
1310,"Elkins city, Arkansas",AR, Arkansas
1311,"Elm Springs city, Arkansas",AR, Arkansas
1312,"Emerson town, Arkansas",AR, Arkansas
1313,"Emmet city, Arkansas",AR, Arkansas
1314,"England city, Arkansas",AR, Arkansas
1315,"Enola town, Arkansas",AR, Arkansas
1316,"Etowah town, Arkansas",AR, Arkansas
1317,"Eudora city, Arkansas",AR, Arkansas
1318,"Eureka Springs city, Arkansas",AR, Arkansas
1319,"Evening Shade city, Arkansas",AR, Arkansas
1320,"Everton town, Arkansas",AR, Arkansas
1321,"Fairfield Bay city, Arkansas",AR, Arkansas
1322,"Fargo town, Arkansas",AR, Arkansas
1323,"Farmington city, Arkansas",AR, Arkansas
1324,"Fayetteville city, Arkansas",AR, Arkansas
1325,"Felsenthal town, Arkansas",AR, Arkansas
1326,"Fifty-Six city, Arkansas",AR, Arkansas
1327,"Fisher city, Arkansas",AR, Arkansas
1328,"Flippin city, Arkansas",AR, Arkansas
1329,"Fordyce city, Arkansas",AR, Arkansas
1330,"Foreman city, Arkansas",AR, Arkansas
1331,"Forrest City city, Arkansas",AR, Arkansas
1332,"Fort Smith city, Arkansas",AR, Arkansas
1333,"Fouke city, Arkansas",AR, Arkansas
1334,"Fountain Hill town, Arkansas",AR, Arkansas
1335,"Fountain Lake town, Arkansas",AR, Arkansas
1336,"Fourche town, Arkansas",AR, Arkansas
1337,"Franklin town, Arkansas",AR, Arkansas
1338,"Fredonia (Biscoe) town, Arkansas",AR, Arkansas
1339,"Friendship town, Arkansas",AR, Arkansas
1340,"Fulton town, Arkansas",AR, Arkansas
1341,"Garfield town, Arkansas",AR, Arkansas
1342,"Garland town, Arkansas",AR, Arkansas
1343,"Garner town, Arkansas",AR, Arkansas
1344,"Gassville city, Arkansas",AR, Arkansas
1345,"Gateway town, Arkansas",AR, Arkansas
1346,"Gentry city, Arkansas",AR, Arkansas
1348,"Gilbert town, Arkansas",AR, Arkansas
1349,"Gillett city, Arkansas",AR, Arkansas
1350,"Gillham town, Arkansas",AR, Arkansas
1351,"Gilmore city, Arkansas",AR, Arkansas
1352,"Glenwood city, Arkansas",AR, Arkansas
1353,"Goshen town, Arkansas",AR, Arkansas
1354,"Gosnell city, Arkansas",AR, Arkansas
1355,"Gould city, Arkansas",AR, Arkansas
1356,"Grady city, Arkansas",AR, Arkansas
1357,"Grannis city, Arkansas",AR, Arkansas
1358,"Gravette city, Arkansas",AR, Arkansas
1359,"Greenbrier city, Arkansas",AR, Arkansas
1360,"Green Forest city, Arkansas",AR, Arkansas
1361,"Greenland city, Arkansas",AR, Arkansas
1362,"Greenway city, Arkansas",AR, Arkansas
1363,"Greenwood city, Arkansas",AR, Arkansas
1364,"Greers Ferry city, Arkansas",AR, Arkansas
1365,"Griffithville town, Arkansas",AR, Arkansas
1366,"Grubbs city, Arkansas",AR, Arkansas
1367,"Guion town, Arkansas",AR, Arkansas
1368,"Gum Springs town, Arkansas",AR, Arkansas
1369,"Gurdon city, Arkansas",AR, Arkansas
1370,"Guy city, Arkansas",AR, Arkansas
1371,"Hackett city, Arkansas",AR, Arkansas
1373,"Hamburg city, Arkansas",AR, Arkansas
1374,"Hampton city, Arkansas",AR, Arkansas
1375,"Hardy city, Arkansas",AR, Arkansas
1376,"Harrell town, Arkansas",AR, Arkansas
1377,"Harrisburg city, Arkansas",AR, Arkansas
1378,"Harrison city, Arkansas",AR, Arkansas
1379,"Hartford city, Arkansas",AR, Arkansas
1380,"Hartman city, Arkansas",AR, Arkansas
1381,"Haskell city, Arkansas",AR, Arkansas
1382,"Hatfield town, Arkansas",AR, Arkansas
1383,"Havana city, Arkansas",AR, Arkansas
1384,"Haynes town, Arkansas",AR, Arkansas
1385,"Hazen city, Arkansas",AR, Arkansas
1386,"Heber Springs city, Arkansas",AR, Arkansas
1387,"Hector town, Arkansas",AR, Arkansas
1389,"Hermitage city, Arkansas",AR, Arkansas
1390,"Hickory Ridge city, Arkansas",AR, Arkansas
1391,"Higden town, Arkansas",AR, Arkansas
1392,"Higginson town, Arkansas",AR, Arkansas
1393,"Highfill town, Arkansas",AR, Arkansas
1394,"Highland city, Arkansas",AR, Arkansas
1395,"Hindsville town, Arkansas",AR, Arkansas
1396,"Holland city, Arkansas",AR, Arkansas
1397,"Holly Grove city, Arkansas",AR, Arkansas
1398,"Hope city, Arkansas",AR, Arkansas
1399,"Horatio city, Arkansas",AR, Arkansas
1400,"Horseshoe Bend city, Arkansas",AR, Arkansas
1401,"Horseshoe Lake town, Arkansas",AR, Arkansas
1402,"Hot Springs city, Arkansas",AR, Arkansas
1404,"Houston town, Arkansas",AR, Arkansas
1405,"Hoxie city, Arkansas",AR, Arkansas
1406,"Hughes city, Arkansas",AR, Arkansas
1407,"Humnoke city, Arkansas",AR, Arkansas
1408,"Humphrey city, Arkansas",AR, Arkansas
1409,"Hunter town, Arkansas",AR, Arkansas
1410,"Huntington city, Arkansas",AR, Arkansas
1411,"Huntsville city, Arkansas",AR, Arkansas
1412,"Huttig city, Arkansas",AR, Arkansas
1413,"Imboden town, Arkansas",AR, Arkansas
1414,"Jacksonport town, Arkansas",AR, Arkansas
1415,"Jacksonville city, Arkansas",AR, Arkansas
1416,"Jasper city, Arkansas",AR, Arkansas
1417,"Jennette town, Arkansas",AR, Arkansas
1418,"Jericho town, Arkansas",AR, Arkansas
1419,"Jerome town, Arkansas",AR, Arkansas
1420,"Johnson city, Arkansas",AR, Arkansas
1421,"Joiner city, Arkansas",AR, Arkansas
1422,"Jonesboro city, Arkansas",AR, Arkansas
1423,"Judsonia city, Arkansas",AR, Arkansas
1424,"Junction City city, Arkansas",AR, Arkansas
1425,"Keiser city, Arkansas",AR, Arkansas
1426,"Kensett city, Arkansas",AR, Arkansas
1427,"Keo town, Arkansas",AR, Arkansas
1428,"Kibler city, Arkansas",AR, Arkansas
1429,"Kingsland city, Arkansas",AR, Arkansas
1431,"Knobel city, Arkansas",AR, Arkansas
1432,"Knoxville town, Arkansas",AR, Arkansas
1433,"Lafe town, Arkansas",AR, Arkansas
1434,"LaGrange town, Arkansas",AR, Arkansas
1435,"Lake City city, Arkansas",AR, Arkansas
1437,"Lakeview city, Arkansas",AR, Arkansas
1438,"Lake View city, Arkansas",AR, Arkansas
1439,"Lake Village city, Arkansas",AR, Arkansas
1440,"Lamar city, Arkansas",AR, Arkansas
1441,"Lavaca city, Arkansas",AR, Arkansas
1442,"Leachville city, Arkansas",AR, Arkansas
1443,"Lead Hill town, Arkansas",AR, Arkansas
1444,"Leola town, Arkansas",AR, Arkansas
1445,"Lepanto city, Arkansas",AR, Arkansas
1446,"Leslie city, Arkansas",AR, Arkansas
1447,"Letona town, Arkansas",AR, Arkansas
1448,"Lewisville city, Arkansas",AR, Arkansas
1449,"Lexa town, Arkansas",AR, Arkansas
1450,"Lincoln city, Arkansas",AR, Arkansas
1451,"Little Flock city, Arkansas",AR, Arkansas
1452,"Little Rock city, Arkansas",AR, Arkansas
1453,"Lockesburg city, Arkansas",AR, Arkansas
1454,"London city, Arkansas",AR, Arkansas
1455,"Lonoke city, Arkansas",AR, Arkansas
1456,"Lonsdale town, Arkansas",AR, Arkansas
1457,"Louann town, Arkansas",AR, Arkansas
1458,"Lowell city, Arkansas",AR, Arkansas
1459,"Luxora city, Arkansas",AR, Arkansas
1460,"Lynn town, Arkansas",AR, Arkansas
1462,"McCaskill town, Arkansas",AR, Arkansas
1463,"McCrory city, Arkansas",AR, Arkansas
1464,"McDougal town, Arkansas",AR, Arkansas
1465,"McGehee city, Arkansas",AR, Arkansas
1466,"McNab town, Arkansas",AR, Arkansas
1467,"McNeil city, Arkansas",AR, Arkansas
1468,"McRae city, Arkansas",AR, Arkansas
1469,"Madison city, Arkansas",AR, Arkansas
1470,"Magazine city, Arkansas",AR, Arkansas
1471,"Magness town, Arkansas",AR, Arkansas
1473,"Magnolia city, Arkansas",AR, Arkansas
1474,"Malvern city, Arkansas",AR, Arkansas
1475,"Mammoth Spring city, Arkansas",AR, Arkansas
1476,"Manila city, Arkansas",AR, Arkansas
1477,"Mansfield city, Arkansas",AR, Arkansas
1478,"Marianna city, Arkansas",AR, Arkansas
1479,"Marie town, Arkansas",AR, Arkansas
1480,"Marion city, Arkansas",AR, Arkansas
1481,"Marked Tree city, Arkansas",AR, Arkansas
1482,"Marmaduke city, Arkansas",AR, Arkansas
1483,"Marshall city, Arkansas",AR, Arkansas
1484,"Marvell city, Arkansas",AR, Arkansas
1485,"Maumelle city, Arkansas",AR, Arkansas
1486,"Mayflower city, Arkansas",AR, Arkansas
1487,"Maynard town, Arkansas",AR, Arkansas
1489,"Melbourne city, Arkansas",AR, Arkansas
1490,"Mena city, Arkansas",AR, Arkansas
1491,"Menifee town, Arkansas",AR, Arkansas
1492,"Midland town, Arkansas",AR, Arkansas
1494,"Midway town, Arkansas",AR, Arkansas
1495,"Mineral Springs city, Arkansas",AR, Arkansas
1496,"Minturn town, Arkansas",AR, Arkansas
1497,"Mitchellville city, Arkansas",AR, Arkansas
1498,"Monette city, Arkansas",AR, Arkansas
1499,"Monticello city, Arkansas",AR, Arkansas
1500,"Montrose city, Arkansas",AR, Arkansas
1501,"Moorefield town, Arkansas",AR, Arkansas
1502,"Moro town, Arkansas",AR, Arkansas
1503,"Morrilton city, Arkansas",AR, Arkansas
1504,"Morrison Bluff town, Arkansas",AR, Arkansas
1505,"Mountainburg city, Arkansas",AR, Arkansas
1506,"Mountain Home city, Arkansas",AR, Arkansas
1507,"Mountain Pine city, Arkansas",AR, Arkansas
1508,"Mountain View city, Arkansas",AR, Arkansas
1509,"Mount Ida city, Arkansas",AR, Arkansas
1510,"Mount Pleasant town, Arkansas",AR, Arkansas
1511,"Mount Vernon town, Arkansas",AR, Arkansas
1512,"Mulberry city, Arkansas",AR, Arkansas
1513,"Murfreesboro city, Arkansas",AR, Arkansas
1514,"Nashville city, Arkansas",AR, Arkansas
1516,"Newark city, Arkansas",AR, Arkansas
1519,"Newport city, Arkansas",AR, Arkansas
1520,"Nimmons town, Arkansas",AR, Arkansas
1521,"Norfork city, Arkansas",AR, Arkansas
1522,"Norman town, Arkansas",AR, Arkansas
1523,"Norphlet city, Arkansas",AR, Arkansas
1525,"North Little Rock city, Arkansas",AR, Arkansas
1526,"Oak Grove town, Arkansas",AR, Arkansas
1527,"Oak Grove Heights town, Arkansas",AR, Arkansas
1528,"Oakhaven town, Arkansas",AR, Arkansas
1529,"Oden town, Arkansas",AR, Arkansas
1530,"Ogden city, Arkansas",AR, Arkansas
1531,"Oil Trough town, Arkansas",AR, Arkansas
1532,"O'Kean town, Arkansas",AR, Arkansas
1533,"Okolona town, Arkansas",AR, Arkansas
1534,"Ola city, Arkansas",AR, Arkansas
1535,"Omaha town, Arkansas",AR, Arkansas
1536,"Oppelo city, Arkansas",AR, Arkansas
1537,"Osceola city, Arkansas",AR, Arkansas
1538,"Oxford city, Arkansas",AR, Arkansas
1539,"Ozan town, Arkansas",AR, Arkansas
1540,"Ozark city, Arkansas",AR, Arkansas
1541,"Palestine city, Arkansas",AR, Arkansas
1542,"Pangburn city, Arkansas",AR, Arkansas
1543,"Paragould city, Arkansas",AR, Arkansas
1544,"Paris city, Arkansas",AR, Arkansas
1545,"Parkdale city, Arkansas",AR, Arkansas
1546,"Parkin city, Arkansas",AR, Arkansas
1547,"Patmos town, Arkansas",AR, Arkansas
1548,"Patterson city, Arkansas",AR, Arkansas
1549,"Peach Orchard city, Arkansas",AR, Arkansas
1550,"Pea Ridge city, Arkansas",AR, Arkansas
1551,"Perla town, Arkansas",AR, Arkansas
1552,"Perry town, Arkansas",AR, Arkansas
1553,"Perrytown town, Arkansas",AR, Arkansas
1554,"Perryville city, Arkansas",AR, Arkansas
1555,"Piggott city, Arkansas",AR, Arkansas
1556,"Pindall town, Arkansas",AR, Arkansas
1557,"Pine Bluff city, Arkansas",AR, Arkansas
1558,"Pineville town, Arkansas",AR, Arkansas
1560,"Plainview city, Arkansas",AR, Arkansas
1561,"Pleasant Plains town, Arkansas",AR, Arkansas
1562,"Plumerville city, Arkansas",AR, Arkansas
1563,"Pocahontas city, Arkansas",AR, Arkansas
1564,"Pollard city, Arkansas",AR, Arkansas
1565,"Portia town, Arkansas",AR, Arkansas
1566,"Portland city, Arkansas",AR, Arkansas
1567,"Pottsville city, Arkansas",AR, Arkansas
1568,"Powhatan town, Arkansas",AR, Arkansas
1569,"Poyen town, Arkansas",AR, Arkansas
1570,"Prairie Grove city, Arkansas",AR, Arkansas
1571,"Prattsville town, Arkansas",AR, Arkansas
